total_posts,total_hashtag_mentions,total_entity_mentions,total_phrase_occurrences,avg_hashtags_per_post,avg_entities_per_post,unique_hashtags,unique_entities,unique_phrases,hashtag_diversity_index,entity_diversity_index,hashtag_hhi,entity_hhi,top_5_hashtag_share,top_10_hashtag_share,top_20_hashtag_share,top_5_entity_share,top_10_entity_share,top_20_entity_share,hashtag_pareto_ratio,entity_pareto_ratio,hashtag_virality_score,entity_virality_score,category_other_percent,category_entertainment_percent,category_politics_percent,category_gaming_percent,category_technology_percent,category_sports_percent,category_health_percent
100000,3577,54758,582782,0.03577,0.54758,268,21528,399066,0.07492311993290467,0.39314803316410385,1457.2218415592613,9.098008652746236,69.77914453452614,78.3337992731339,86.72071568353368,4.13820811570912,6.7971803206837365,10.204901566894335,4.477611940298507,49.13136380527685,100,86.223414517478,92.46502794112276,1.271047152927426,2.6900178969283024,1.161474122502648,1.4682786076920267,0.7122246977610577,0.23192958106578032
